PERMIT_ID,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,NAMEADDR,APN,BESTSTAT,BESTDATE
N201009070276,1,1,0,0,717 Paris St,6349021,CONSTRUCTION,2014-05-23
N201008279734,2,1,0,0,4335 Lincoln Wy,1706045,PL Filed,2011-05-06
N201009241586,2,1,0,0,2317 15th St,2613020,BP Filed,2010-09-24
N201009080449,4,4,0,0,136 Pixley St,516028A,CONSTRUCTION,2013-01-29
N201205251254,2,1,0,0,2851 Filbert St,948018,PL Filed,2010-08-23
N201008168852,1,1,0,0,173 Marston St (aka 324 Havelock St,3185023,CONSTRUCTION,2014-06-23
N201211295086,67,67,0,0,200-214 6th St,3731001,BP ISSUED,2014-01-30
N200512281146,110,107,0,0,101 Executive Park Bl,4991600,BP FILED,2010-10-25
N201012076277,2,1,0,0,1434 La Playa *,1805037A,BP REINSTATED,2010-12-28
N201011305806,1,1,0,0,3412 Market St,2717014,BP REINSTATED,2011-01-20
N201010143017,67,67,0,0,527 Stevenson St,3703012,PL Approved,2014-01-10
N201102170507,2,1,0,0,147 South Park Av,3775031,CONSTRUCTION,2014-06-16
N201012156796,2,1,0,0,461 Hoffman Av,6503020,CONSTRUCTION,2014-06-25
N201012025978,2,2,0,0,551 22nd Av,1565006A,CONSTRUCTION,2014-05-22
N201012317718,2,2,0,0,2006 Keith St,5386001,BP Filed,2010-12-31
N201012076279,1,1,0,0,220 Williams Av,5406016,BP Filed,2010-12-07
N201010072487,1,1,0,0,524 Vienna St,6090004,CONSTRUCTION,2013-10-17
N201012176969,2,2,0,0,4103 Cesar Chavez St,6581060,BP ISSUED,2014-06-13
N201012106469,1,1,0,0,1927 Alemany Bl,6959030,CONSTRUCTION,2013-12-31
N201011054435,1,1,0,0,216 Head St,7135023,BP Filed,2010-11-05
N201102180558,1,1,0,0,2138 Folsom St,3574008,BP Filed,2011-02-18
N201301258793,3,2,0,0,748 Treat Av,3612055,BP ISSUED,2014-05-22
N201103303154,2,1,0,0,10 Lundys Ln,5610029A,CONSTRUCTION,2011-12-02
N201103182398,2,1,0,0,1877 Church St,6656029,BP ISSUED,2012-04-30
N201101208700,4,2,0,0,3808 Mission St,6692002,BP Filed,2011-01-20
N201106027305,7,2,0,0,2882 - 2890 Geary Blvd,1069045,BP ISSUED,2014-02-05
N201103101798,2,1,0,0,5727 Geary Bl,1523046B,BP Filed,2011-03-10
N201011295711,5,1,0,0,4159 24th St,6506034,CONSTRUCTION,2012-10-17
N201106037362,2,1,0,0,18 Valley St,6616010,BP ISSUED,2013-04-03
N201105035210,4,1,0,0,226 - 228 Haight St,851012,PL Approved,2011-09-23
N201104083761,1,1,0,0,3650 Washington St,987033,BP ISSUED,2012-02-22
N201106238762,2,1,0,0,322 29th Av,1405045,CONSTRUCTION,2013-05-10
N201104113839,2,1,0,0,1322 47th Av,1801040,BP ISSUED,2014-05-07
N201105256770,10,10,0,0,140 09th St,3509005,CONSTRUCTION,2012-07-05
N201106289066,1,1,0,0,354 Mullen Av,5535006,BP Filed,2011-06-28
N200509284149,188,188,0,0,5800 03rd St,5431A043,PL APPROVED,2012-10-25
N201107089769,4,2,0,0,3932 Geary Bl,1435017,BP Filed,2011-07-08
N201306210141,3,2,0,0,363 21st Av,1453013,BP APPROVED,2014-05-29
N201107119929,2,1,0,0,4267 23rd St,2805036,BP Filed,2011-07-11
N201109215213,2,1,0,0,1115 Potrero Av,4212011,BP APPROVED,2012-03-05
N201301319232,160,160,0,0,1321 Mission Street,3509043,CONSTRUCTION,2014-06-17
N201204238894,24,1,0,0,621 Stockton St,256003,PL Approved,2012-05-10
N201403211380,1,1,0,0,177 Sagamore St,7147050,BP Filed,2014-03-21
N201210051462,182,182,0,0,Market Octavia - Parcel P,831023,CONSTRUCTION,2014-06-10
N201101118224,2,1,0,0,4324 Anza St,1510022,CONSTRUCTION,2012-11-09
N201108263406,2,2,0,0,560 Roosevelt Wy,2628026,BP ISSUED,2013-02-15
N201111158893,3,1,0,0,3436 Scott St,465A022,BP Filed,2011-11-15
N201112160822,2,1,0,0,4141 23rd St,2804041,CONSTRUCTION,2013-12-05
N201112120494,2,1,0,0,4372 25th St,6540021,CONSTRUCTION,2013-11-20
N201111078462,3,3,0,0,827 North Point St,26030,CONSTRUCTION,2014-06-03
N201112160853,2,2,0,0,427 31st Av,1463005,CONSTRUCTION,2014-04-15
N201112070234,393,393,0,0,1006 16th St,3833002,BP ISSUED,2012-09-07
N201211023396,3,3,0,0,946 Rhode Island St,4094024,BP Filed,2012-11-02
N201201112070,1,1,0,0,1530 48th Av,1893038,CONSTRUCTION,2013-08-22
N201210011010,3,1,0,0,2830 22nd St,4146019,BP ISSUED,2014-06-30
N201303212727,2,1,0,0,4616 03rd St,5306025,BP APPROVED,2013-12-12
N201212196559,1,1,0,0,262 University St,5972040,CONSTRUCTION,2014-06-30
N201211093910,6,6,0,0,3038 Clement St,1402023,BP Filed,2012-11-09
N201303222896,4,2,0,0,1022 Pierce St,754012,BP Filed,2013-03-22
N201303283273,3,1,0,0,751 Webster St,797003,BP Filed,2013-03-28
N201303283325,3,1,0,0,564 Fell St,819011,BP Filed,2013-03-28
N201303071745,2,1,0,0,680 Spruce St,1066030,BP Filed,2013-03-07
N201302281214,3,1,0,0,1052 Oak St,1216005,BP Filed,2013-02-28
N201301298999,3,2,0,0,471 24th Av,1456013,BP REINSTATED,2013-02-20
N201302079711,2,1,0,0,774 33rd Av,1612017N,BP Filed,2013-02-07
N201402067966,1,1,0,0,119 Vernon St,7085017,BP Filed,2014-02-06
N201404183603,2,1,0,0,852 Green St,119017,BP Filed,2014-04-18
N201303273113,75,75,0,0,388 Fulton St,785029,BP ISSUED,2013-11-26
N201405085281,2,1,0,0,2237 Union St,539031,BP Filed,2014-05-08
N201405276744,8,8,0,0,1458 Broadway,572013,BP Filed,2014-05-27
N201404234009,2,1,0,0,30 Blake St,1068014,BP Filed,2014-04-23
N201405216415,3,1,0,0,1886 Mcallister St,1158022,BP Filed,2014-05-21
N201404234011,3,1,0,0,2486 Fulton St,1168025,BP Filed,2014-04-23
N201405236581,3,2,0,0,1236 Arguello Blvd,1265019,BP Filed,2014-05-23
N201404304602,2,1,0,0,6423 California St,1407046,BP Filed,2014-04-30
N201405155866,3,2,0,0,423 24th Av,1456003,BP Filed,2014-05-15
N201405135633,2,1,0,0,668 23rd Av,1622025,BP Filed,2014-05-13
N201404163343,2,1,0,0,1239 21st Av,1729007,BP Filed,2014-04-16
N201404173519,2,1,0,0,690 Monterey Blvd,3094055,BP Filed,2014-04-17
N201405206278,10,4,0,0,2782 Folsom St,3641010C,BP Filed,2014-05-20
N201405206229,4,2,0,0,4024 24th St,3656010,BP Filed,2014-05-20
N201404173443,3,2,0,0,2621 Harrison St,4148027,BP Filed,2014-04-17
N201112301504,2,2,0,0,534 Texas St,4101004,BP Filed,2011-12-30
N201112090432,1,1,0,0,209 Prentiss St,5654023,BP Filed,2011-12-09
N201111179087,1,1,0,0,645 Duncan St,6604039,BP ISSUED,2014-01-23
N201203276943,1,1,0,0,135 Yukon St,2716033,CONSTRUCTION,2013-11-27
N201203055412,1,1,0,0,10 Aptos Av,3261002,BP Filed,2012-03-05
N201202174464,2,2,0,0,639 Peralta Av,5634014,CONSTRUCTION,2014-06-25
N201110146866,2,1,0,0,166 Winfield St,5617014,BP ISSUED,2014-06-10
N201203146037,2,2,0,0,906 Cortland Av,5683012,BP Filed,2012-03-14
N201201242770,2,2,0,0,520 Carter St,6428001,BP Filed,2012-01-24
N201201242773,2,2,0,0,103 Walbridge St,6428007,BP REINSTATED,2012-01-30
N201203125903,2,2,0,0,149 29th St,6634026,CONSTRUCTION,2014-06-26
N201203266873,3,1,0,0,1326 Francisco St,473008,CONSTRUCTION,2014-04-21
N201203025301,1,1,0,0,1636 Bush St,665012,BP Filed,2012-03-02
N201202174465,3,1,0,0,35 Lexington St,3576039,BP ISSUED,2013-06-25
N201203196326,182,182,0,0,240 05th St,3732150,BP ISSUED,2012-08-27
N201203287050,2,1,0,0,2923 Harrison St,4271034,CONSTRUCTION,2014-01-09
N201304023614,2,2,0,0,850 Battery St,141008,CONSTRUCTION,2014-02-11
N201203055396,34,34,0,0,1650 Broadway *,570011,BP ISSUED,2012-12-10
N201208026344,399,399,0,0,100 Van Ness Av,814020,CONSTRUCTION,2014-06-30
N201305298089,2,1,0,0,571 21st Av,1564013,BP Filed,2013-05-29
N201204138248,1,1,0,0,412 Hearst Av,3116007,BP Filed,2012-04-13
N201205090138,3,1,0,0,1368 Utah St,4264007,CONSTRUCTION,2014-04-28
N201206112314,16,5,0,0,230 11th St,3516005,CONSTRUCTION,2014-04-08
N201206112282,2,2,0,0,930 Shotwell St,3641076,CONSTRUCTION,2014-05-23
N201204249018,2,2,0,0,896 De Haro St,4095018,BP Filed,2012-04-24
N201209048832,1,1,0,0,2538 03rd St,4172006,CONSTRUCTION,2014-06-30
N201207064206,2,2,0,0,1069 Capp St,6527019,BP ISSUED,2013-05-08
N201204057595,2,1,0,0,764 17th Av,1659030,CONSTRUCTION,2014-05-08
N201206253387,2,1,0,0,4546 19th St,2700012,BP ISSUED,2014-05-02
N201205220992,2,1,0,0,526 Utah St,4013007,BP ISSUED,2013-11-19
N201206041789,2,1,0,0,1411 Church St,6566027,BP Filed,2012-06-04
N201205039740,2,1,0,0,188 Broad St,7107023,CONSTRUCTION,2013-07-01
N201307051190,162,162,0,0,101 Polk St,811002,BP ISSUED,2014-04-07
N201306270692,85,85,0,0,101 Hyde St,346003A,BP Filed,2013-06-27
N201207245587,2,1,0,0,758 Spruce St,1088022,CONSTRUCTION,2014-02-21
N201305036095,1,1,0,0,126 27th Av,1332049,BP ISSUED,2014-01-23
N201311071427,2,2,0,0,851 Corbett Av,2778013,CONSTRUCTION,2014-06-17
N201207265893,4,4,0,0,3820 24th Street,3651017,CONSTRUCTION,2014-05-23
N201208076803,4,4,0,0,127 Buchanan St,869007,BP Filed,2012-08-07
N201209200274,4,4,0,0,685 Florida St,4022022,BP ISSUED,2013-12-13
N201207205437,1,1,0,0,35 La Grande Av,5963042,BP ISSUED,2013-06-07
N201209190133,1,1,0,0,538 28th St,6604011,CONSTRUCTION,2014-06-25
N201208107050,1,1,0,0,233 Laidley St,6684022,CONSTRUCTION,2014-03-05
N201208157477,1,1,0,0,2342 Washington St,604015,CONSTRUCTION,2014-04-18
N201306260573,41,41,0,0,450 Hayes Street,808039,BP APPROVED,2014-07-01
N201209200264,1,1,0,0,526 Hickory St,829023,BP ISSUED,2013-11-22
N201209059005,116,116,0,0,100 Buchanan St,870003,CONSTRUCTION,2014-05-29
N201204138282,11,8,0,0,"2419, 2421 &amp; 2435 Lombard St",937028,BP Filed,2012-04-13
N201210041365,3,2,0,0,1880 Golden Gate Av,1152018,BP Filed,2012-10-04
N201212075751,3,1,0,0,519 Duboce Av,3538096,CONSTRUCTION,2014-06-18
N201212045401,2,1,0,0,1963 Oakdale Av,5319034,BP ISSUED,2013-07-10
N201212216752,190,190,0,0,1420 Mission St,3507039,BP ISSUED,2013-05-22
N201208278277,3,1,0,0,253 Sanchez St,3558029,CONSTRUCTION,2014-02-26
N201311202405,75,75,0,0,346 Potrero Avenue,3962008,BP Filed,2013-11-20
N201301117743,2,1,0,0,645 20th Av,1624005B,BP Filed,2013-01-11
N201301288928,2,1,0,0,1443 12th Av,1841007,BP Filed,2013-01-28
N201302130179,2,1,0,0,4072 18th St,3582054,BP Filed,2013-02-13
N201303263083,3,1,0,0,659 Guerrero St,3588056,BP Filed,2013-03-26
N201301228393,3,1,0,0,333 San Carlos St,3609109,BP Filed,2013-01-22
N201302250862,3,1,0,0,1451 Mariposa St,4004034,BP ISSUED,2014-06-11
N201301087514,2,1,0,0,1325 Ocean Av,6942054,BP Filed,2013-01-08
N201312234910,3,1,0,0,1241 Green St,124041,BP Filed,2013-12-23
N201302150317,3,3,0,0,1470 Mcallister St,776035,BP ISSUED,2013-12-19
N201304023626,479,479,0,0,280 Beale St,3738004,CONSTRUCTION,2014-06-05
N201303051501,6,4,0,0,2500 Clement St,1407017,BP Filed,2013-03-05
N201301168071,1,1,0,0,4376 24th St,2829010,BP Filed,2013-01-16
N201302069581,1,1,0,0,287 Cresta Vista Dr,2993088,BP ISSUED,2013-11-18
N201302210648,3,3,0,0,39 San Carlos St,3576018,BP ISSUED,2014-03-24
N201311041054,16,16,0,0,3420 18th St,3576090,BP Filed,2013-11-04
N201302119939,2,2,0,0,1914 20th St,4071014,PL Filed,2013-10-25
N201303122050,2,2,0,0,910 Carolina St,4160003,PL Filed,2013-04-25
N201307292973,2,1,0,0,349 Corbett Av,2659054,BP Filed,2013-07-29
N201302140247,2,2,0,0,1750 Oakdale Av,5312014,BP Filed,2013-02-14
N201303111903,2,1,0,0,456 27th Street,6580018,BP Filed,2013-03-11
N201301047264,1,1,0,0,1310 Geneva Av,6415022,CONSTRUCTION,2013-12-17
N201303212751,1,1,0,0,13 Lucky St,6521004,BP Filed,2013-03-21
N201306260603,2,1,0,0,2418 Balboa St,1568012,CONSTRUCTION,2014-06-10
N201304295719,2,1,0,0,1259 21st Av,1729012,BP Filed,2013-04-29
N201306189882,3,1,0,0,3643 19th St,3598068,BP Filed,2013-06-18
N201306038460,5,5,0,0,135 Wetmore St,212031,BP REINSTATED,2013-06-20
N201307292931,3,1,0,0,3932 23rd St,3625011A,BP Filed,2013-07-29
N201305036062,139,139,0,0,555 Fulton St,794028,BP ISSUED,2014-03-26
N201306250390,2,1,0,0,1748 Oakdale Av,5312013,BP Filed,2013-06-25
N201305207414,2,1,0,0,1781 Quesada Av,5338032,BP Filed,2013-05-20
N201304094098,2,1,0,0,208 Girard St,5980003,BP Filed,2013-04-09
N201306129341,2,2,0,0,333 Pennsylvania Av,4040025,BP REINSTATED,2013-06-24
N201306210213,109,109,0,0,2171 Third St,4045003,BP Filed,2013-06-21
N201304265571,19,19,0,0,1816 Eddy St,1127064,CONSTRUCTION,2014-02-07
N201405054911,88,88,0,0,815 Tennessee Street,4059001A,BP Filed,2014-05-05
N201312093691,94,94,0,0,645 Texas St,4102026,BP Filed,2013-12-09
N201312234917,300,300,0,0,1201-1225 Tennessee Street,4172022,BP Filed,2013-12-23
N201305217457,12,12,0,0,690 Page St,843016,BP Filed,2013-05-21
N201311222590,1,1,0,0,1801 Scott St,1050007,BP Filed,2013-11-22
N201306149612,2,2,0,0,80 Blake St,1068003,BP Filed,2013-06-14
N201305156961,2,1,0,0,546 34th Av,1511034,PL Approved,2014-05-13
N201306068876,1,1,0,0,1769 11th Av,2038A013,BP Filed,2013-06-06
N201305298094,1,1,0,0,1758 12th Av,2038A019,BP Filed,2013-05-29
N201304184893,1,1,0,0,2451 19th Av,2406037,BP Filed,2013-04-18
N201305167075,8,8,0,0,259 Clara St,3753042,BP Filed,2013-05-16
N201311202410,115,115,0,0,923 Folsom Street,3753106,BP Filed,2013-11-20
N201305036140,6,6,0,0,5 Hallam St,3755096,BP Filed,2013-05-03
N201306199977,9,9,0,0,131 Missouri St,3985024,BP Filed,2013-06-19
N201305026020,3,3,0,0,1100 Potrero Av,4211001,BP Filed,2013-05-02
N201312103821,2,1,0,0,750 27th Street,6583010,CONSTRUCTION,2014-06-20
N201306068799,1,1,0,0,2127 Castro St,6612026,BP Filed,2013-06-06
N200912223674,12,12,0,0,200 Coleman St,4591C098,CONSTRUCTION,2014-06-23
N201307303164,2,1,0,0,5000 Mission St,6968008,BP Filed,2013-07-30
N201307313198,3,1,0,0,967 Sutter St,300015,BP ISSUED,2014-01-29
N201403100361,20,20,0,0,1335 Larkin St,645003,BP Filed,2014-03-10
N201307111596,3,1,0,0,2028 Beach St,913011,CONSTRUCTION,2014-04-30
N201309066225,4,2,0,0,2429 Chestnut St,935024,BP Filed,2013-09-06
N201309247562,2,1,0,0,2755 Mcallister St,1168040,BP Filed,2013-09-24
N201308083897,1,1,0,0,1535 Oak St,1222043,BP ISSUED,2014-06-13
N201308225028,3,1,0,0,735 Clayton St,1253009,BP Filed,2013-08-22
N201309126618,2,1,0,0,618 17th Av,1628028,BP Filed,2013-09-12
N201309197251,2,1,0,0,1433 48th Av,1805006,BP Filed,2013-09-19
N201309126610,2,1,0,0,1474 48th Av,1806019A,BP Filed,2013-09-12
N201307252822,3,1,0,0,1150 South Van Ness Av,3637010,BP APPROVED,2014-05-20
N201308093998,1,1,0,0,47 Moss St,3731119,BP Filed,2013-08-09
N201307303167,37,1,0,0,720 York St,4080015,BP Filed,2013-07-30
N201307252819,2,1,0,0,858 Florida St,4085010,CONSTRUCTION,2014-05-16
N201307051214,2,1,0,0,949 Hampshire St,4142030,BP Filed,2013-07-05
N201308235132,2,1,0,0,56 Lucy St,5410008,CONSTRUCTION,2014-06-19
N201307121722,2,1,0,0,1510 York St,5514002,BP Filed,2013-07-12
N201307021054,2,1,0,0,203 Russia Av,6086012C,BP Filed,2013-07-02
N201308124073,2,1,0,0,42 Homestead St,6503006,BP Filed,2013-08-12
N201308093997,722,2,0,0,515 John Muir Dr,7282005,BP ISSUED,2014-04-07
N201307303152,2,2,0,0,3305 Broderick St,926008,PL Approved,2014-06-16
N201307313252,3,2,0,0,1681 Fulton St,1185026,BP Filed,2013-07-31
N201307161993,2,1,0,0,261 10th Av,1423015,BP APPROVED,2014-06-24
N201307151829,2,2,0,0,579 39th Av,1505014,BP Filed,2013-07-15
N201307262866,2,2,0,0,721 Kirkham St,1857036,BP Filed,2013-07-26
N201307222456,2,2,0,0,715 Kirkham St,1857037,BP Filed,2013-07-22
N201307151824,1,1,0,0,1762 12th Av,2038A018,BP Filed,2013-07-15
N201308285446,2,2,0,0,153 Arkansas St,3983014,BP Filed,2013-08-28
N201312164322,2,2,0,0,3516 Folsom St,5626013,BP Filed,2013-12-16
N201307222452,1,1,0,0,1893 Oakdale Av,5320015,BP Filed,2013-07-22
N201308305736,2,2,0,0,270 Brighton Av,6944044,CONSTRUCTION,2014-05-13
N201309237536,1,1,0,0,122 Arch St,7119027,BP Filed,2013-09-23
N201308124103,2,2,0,0,700 Brotherhood Wy,7332003,CONSTRUCTION,2014-06-25
N201212246822,263,263,0,0,718 Long Bridge St,8710007,CONSTRUCTION,2014-06-10
N201203135986,188,188,0,0,701 Long Bridge St,8711019,BP ISSUED,2012-03-26
N200907223197,63,63,0,0,101 Donahue St,4591C042,CONSTRUCTION,2014-06-30
N200912223671,35,35,0,0,401 Innes Av,4591C095,CONSTRUCTION,2014-06-23
N200912223673,34,34,0,0,50 Jerrold Av,4591C099,CONSTRUCTION,2014-06-19
N200907223200,25,25,0,0,201 Donahue St,4591C093,CONSTRUCTION,2014-06-30
N200912223676,12,12,0,0,198 Coleman St,4591C069,CONSTRUCTION,2014-05-19
N200706204573,11,11,0,0,3418 26th St,6529012,CONSTRUCTION,2013-07-08
N201202295141,9,9,0,0,100 Avocet Wy,4591C057,CONSTRUCTION,2014-06-30
N201202295146,9,9,0,0,421 Hudson Av,4591C068,CONSTRUCTION,2014-05-19
N201202295142,9,9,0,0,101 Avocet Wy,4591C059,BP ISSUED,2013-05-17
N201202295145,9,9,0,0,470 Innes Av,4591C046,CONSTRUCTION,2014-07-01
N201202295144,9,9,0,0,420 Innes Av,4591C070,CONSTRUCTION,2014-05-21
N201202295147,9,9,0,0,451 Hudson Av,4591C045,CONSTRUCTION,2014-05-12
N200608290916,8,8,0,0,382 Randolph St,7088051,BP APPROVED,2011-11-28
N200710185839,6,6,0,0,350 Linden St,817069,CONSTRUCTION,2014-01-17
N200704128664,8,6,0,0,95 Leland Av,6250037,BP REINSTATED,2010-03-05
N200608290811,2,2,0,0,2350 San Bruno Av,5880023,CONSTRUCTION,2013-03-20
N200905047636,2,2,0,0,311 Eureka St,2750035,CONSTRUCTION,2014-02-26
N200910209343,2,2,0,0,202 Broad St,7106059,BP APPROVED,2013-05-30
N200609132176,1,1,0,0,422 Vicente St,2416002H,CONSTRUCTION,2014-04-24
N200807176993,1,1,0,0,165 Brussels St,5926022,CONSTRUCTION,2014-01-21
N200711077585,1,1,0,0,262 Madison St,5943050,CONSTRUCTION,2014-01-08
N201209109355,1,1,0,0,1014 Gilman Av,4937018,BP ISSUED,2013-10-22
N200803288274,1,1,0,0,1167 Stanyan St,2630017,BP ISSUED,2013-09-25
N200904025465,1,1,0,0,1235 40th Av,1710006,BP ISSUED,2013-09-17
N201211154328,2,1,0,0,383 Fair Oaks St,6512016,CONSTRUCTION,2014-05-23
N201210292956,2,1,0,0,1320 21st Av,1775044,CONSTRUCTION,2014-07-01
N201009171084,1,1,0,0,21 Mountain Spring Av,2709065,BP ISSUED,2013-05-21
N200712241234,1,1,0,0,2626 Filbert St,943003B,CONSTRUCTION,2013-09-30
N201106279018,2,1,0,0,609 26th Av,1569002,CONSTRUCTION,2014-05-27
N201107261097,1,1,0,0,74 Gold Mine Dr,7520034,CONSTRUCTION,2014-03-17
N200903254880,1,1,0,0,230 Sweeny St,5859040,BP ISSUED,2012-01-20
N201206182829,1,1,0,0,1973 Filbert St,531022,CONSTRUCTION,2014-05-05
N200701101393,1,1,0,0,107 24th Av,1334040,CONSTRUCTION,2013-02-27
N200707096216,1,1,0,0,495 Morse St,6478031,BP ISSUED,2009-05-15
N200807116509,3,1,0,0,3933 24th St,6508035,BP APPROVED,2012-04-10
N201302200538,2,1,0,0,2038 Balboa St,1564023,CONSTRUCTION,2014-02-27
N201310310847,3,3,0,0,777 Valencia St,3589108,BP Filed,2013-10-31
N201311222623,2,1,0,0,961 Church St,3619039,BP ISSUED,2014-05-27
N201310300683,2,1,0,0,114 Chattanooga St,3629007,BP ISSUED,2014-06-24
N201311051179,3,1,0,0,778 Vallejo St,130020,BP Filed,2013-11-05
N201311222660,77,77,0,0,2155 Webster St,629037,BP Filed,2013-11-22
N201310310802,2,1,0,0,522 08th Av,1550045,BP Filed,2013-10-31
N201311010862,2,1,0,0,1424 10th Av,1844040,BP ISSUED,2014-03-25
N201312315322,2,1,0,0,1596 09th Av,1854016A,BP Filed,2013-12-31
N201405307085,15,15,0,0,1532 Howard St,3511015,BP Filed,2014-05-30
N201311010933,2,1,0,0,1936 Folsom St,3552008,BP APPROVED,2014-06-06
N201312305300,2,1,0,0,1749 Dolores St,6659006,BP Filed,2013-12-30
N201312093701,2,1,0,0,22 Fairmount St,6662007,BP APPROVED,2014-05-30
N201311212547,5,3,0,0,1239 17th St,3985027,BP Filed,2013-11-21
N201310038371,3,1,0,0,238 Missouri St,4003006,BP Filed,2013-10-03
N201311273026,3,1,0,0,2356 Bryant St,4145012,BP Filed,2013-11-27
N201312134188,2,1,0,0,1340 Alabama St,4271008,CONSTRUCTION,2014-03-12
N201310119147,3,1,0,0,1302 York St,4274001,BP Filed,2013-10-11
N201310078710,2,1,0,0,1432 York St,4335001E,BP ISSUED,2014-03-07
N201310159297,2,1,0,0,1756 Revere Av,5338018,BP APPROVED,2014-04-25
N201312315336,3,2,0,0,5875 Mission St,6472022,BP Filed,2013-12-31
N201312204680,1,1,0,0,2251 Greenwich St,515031,BP Filed,2013-12-20
N201311222657,110,110,0,0,1554 Market St,836007,BP Filed,2013-11-22
N201404143170,1,1,0,0,2582 Filbert St,944030,BP Filed,2014-04-14
N201310048576,1,1,0,0,2855 Filbert St,948029,BP Filed,2013-10-04
N201310119178,7,7,0,0,1823 Turk St,1153020,BP Filed,2013-10-11
N201311041047,4,4,0,0,1631 Mcallister St,1179024A,PL Filed,2014-02-12
N201312134211,1,1,0,0,830 El Camino Del Mar *,1312022,BP Filed,2013-12-13
N201310169408,2,2,0,0,1271 19th Av,1731015,BP Filed,2013-10-16
N201310219830,2,1,0,0,24 Ord Ct,2619066,BP Filed,2013-10-21
N201310219817,2,1,0,0,22 Ord Ct,2619067,BP Filed,2013-10-21
N201310078679,9,9,0,0,33 Norfolk St,3521053A,PL Filed,2014-04-17
N201312174382,351,351,0,0,1979 Mission St,3553052,BP Filed,2013-12-17
N201312134205,1,1,0,0,3721 21st St,3621081,BP Filed,2013-12-13
N201312174396,1,1,0,0,3040 24th St,3640079,BP Filed,2013-12-17
N201310088785,5,5,0,0,34 Langton St,3730096,BP Filed,2013-10-08
N201312315375,2,2,0,0,1212 Egbert Av,4909003,BP Filed,2013-12-31
N201405125450,2,2,0,0,1947 Oakdale Av,5319037,BP Filed,2014-05-12
N201312305292,1,1,0,0,1551 Shotwell St,5545017,BP Filed,2013-12-30
N201312305280,1,1,0,0,1525 Shotwell St,5545019,BP Filed,2013-12-30
N201312164318,1,1,0,0,3526 Folsom St,5626014,BP Filed,2013-12-16
N201312043311,1,1,0,0,701 Silver Av,5896022,BP Filed,2013-12-04
N201312265039,1,1,0,0,23 Canyon Dr,6435012,BP Filed,2013-12-26
N201312315425,1,1,0,0,2 Byron Ct,6489090,PL Filed,2014-06-13
N201310250236,2,2,0,0,5670 Mission St,7099009,BP Filed,2013-10-25
N201401176600,2,1,0,0,413 Shrader St,1227003,BP Filed,2014-01-17
N201402219049,2,1,0,0,281 Frederick St,1269087,BP Filed,2014-02-21
N201403261777,2,1,0,0,225 17th Av,1416003,BP Filed,2014-03-26
N201402078043,3,2,0,0,1236 19th Av,1732037,BP Filed,2014-02-07
N201401216740,3,1,0,0,1126 Irving St,1738021,BP Filed,2014-01-21
N201401287236,3,1,0,0,2332 Taraval St,2362019,BP Filed,2014-01-28
N201403170944,20,20,0,0,449 14th Street,3546026,BP Filed,2014-03-17
N201402198846,10,6,0,0,3324 19th St,3590014,BP Filed,2014-02-19
N201403170852,3,1,0,0,787 Treat Av,3612017A,BP Filed,2014-03-17
N201403100278,3,1,0,0,1181 Valencia St,3636027,BP Filed,2014-03-10
N201401146235,3,1,0,0,1155 Church St,3650028,BP Filed,2014-01-14
N201401307462,1,1,0,0,1117 Howard St,3730118,BP Filed,2014-01-30
N201401297354,21,21,0,0,2347 Lombard St,512026,BP Filed,2014-01-29
N201401226857,1,1,0,0,2528 Union St,945012,BP Filed,2014-01-22
N201401317585,1,1,0,0,74 Blake St,1068004,BP Filed,2014-01-31
N201403181032,2,2,0,0,2506 Mcallister St,1144020,BP Filed,2014-03-18
N200808139077,6,3,0,0,3927 19th St,3601071,BP Filed,2008-08-13
N201402219037,5,5,0,0,3822 24th St,3651018,BP Filed,2014-02-21
N201401247066,22,22,0,0,233 Shipley St,3753096,BP Filed,2014-01-24
N201402208929,2,1,0,0,1123 Carolina St,4219043,BP Filed,2014-02-20
N201402259241,2,1,0,0,259 Roosevelt Wy,2614048,BP Filed,2014-02-25
N201402047760,2,2,0,0,8 Rondel Pl,3569052,BP Filed,2014-02-04
N201306250395,2,1,0,0,2938 23rd St,4149019,BP Filed,2013-06-25
N201401166470,93,93,0,0,2600 Arelious Walker Dr,4884025,BP Filed,2014-01-16
N201402249163,1,1,0,0,3 Naples St,5948026A,BP Filed,2014-02-24
N201402249169,1,1,0,0,5 Naples St,5948026B,BP Filed,2014-02-24
N201212045418,4,2,0,0,2881 Mission St,6517022,BP Filed,2012-12-04
N201404223881,14,14,0,0,1463 Lombard St,503021,BP Filed,2014-04-22
N201404012185,1,1,0,0,457 Waller St,867031,BP Filed,2014-04-01
N201404032363,11,11,0,0,2419 Lombard St,937029,BP Filed,2014-04-03
N201405296982,1,1,0,0,127 Edgehill Wy,2933007,BP Filed,2014-05-29
N201405064989,7,1,0,0,987 Dolores St,3631017,BP REINSTATED,2014-05-14
N201405075174,2,2,0,0,201 Missouri St,4002024,BP Filed,2014-05-07
N201405226523,1,1,0,0,2495 Harrison St,4084018,BP Filed,2014-05-22
N201405166001,1,1,0,0,2077 Bancroft Av,5426030,BP Filed,2014-05-16
N201405307105,1,1,0,0,88 Montcalm St,5529012,BP Filed,2014-05-30
